meter_id,timestamp,consumption_kwh,voltage,current,frequency
47001635737,2024-06-03T00:19:43Z,1.42,223.6,5.0,50.0
47001635737,2024-06-02T23:19:43Z,0.78,227.8,3.4,50.0
47001635978,2024-06-03T22:19:43Z,1.39,229.9,3.4,50.0
47001635978,2024-06-03T21:19:43Z,0.78,227.9,5.9,50.0
47001635978,2024-06-03T20:19:43Z,1.65,237.0,3.3,50.0
47001635978,2024-06-03T19:19:43Z,1.4,230.2,5.1,50.0
47001635978,2024-06-03T18:19:43Z,0.93,226.0,3.4,50.0
47001635978,2024-06-03T17:19:43Z,1.64,238.3,4.6,50.0
47001635978,2024-06-03T16:19:43Z,1.9,221.0,3.3,50.0
47001635978,2024-06-03T15:19:43Z,0.68,239.4,4.0,50.0
47001635978,2024-06-03T14:19:43Z,1.07,234.7,3.2,50.0
47001635978,2024-06-03T13:19:43Z,1.91,236.7,4.8,50.0
47001635978,2024-06-03T12:19:43Z,0.57,230.0,3.2,50.0
47001635978,2024-06-03T11:19:43Z,1.76,232.1,4.1,50.0
47001635978,2024-06-03T10:19:43Z,1.22,222.9,3.6,50.0
47001635978,2024-06-03T09:19:43Z,0.69,224.2,3.4,50.0
47001635978,2024-06-03T08:19:43Z,1.8,220.8,5.9,50.0
47001635978,2024-06-03T07:19:43Z,1.81,233.9,5.4,50.0
47001635978,2024-06-03T06:19:43Z,1.77,230.8,3.7,50.0
47001635978,2024-06-03T05:19:43Z,1.72,228.3,3.3,50.0
47001635978,2024-06-03T04:19:43Z,0.54,233.9,3.5,50.0
47001635978,2024-06-03T03:19:43Z,0.99,232.2,3.2,50.0
47001635978,2024-06-03T02:19:43Z,1.49,239.5,4.6,50.0
47001635978,2024-06-03T01:19:43Z,0.82,227.5,3.3,50.0
47001635978,2024-06-03T00:19:43Z,1.73,221.1,5.8,50.0
47001635978,2024-06-02T23:19:43Z,1.02,227.7,5.9,50.0
47001636303,2024-06-03T22:19:43Z,1.29,220.1,5.7,50.0
47001636303,2024-06-03T21:19:43Z,1.08,237.7,4.4,50.0
47001636303,2024-06-03T20:19:43Z,1.4,226.4,3.5,50.0
47001636303,2024-06-03T19:19:43Z,1.07,221.0,5.9,50.0
47001636303,2024-06-03T18:19:43Z,1.71,234.3,3.4,50.0
47001636303,2024-06-03T17:19:43Z,1.71,222.6,5.1,50.0
47001636303,2024-06-03T16:19:43Z,1.58,236.8,5.2,50.0
47001636303,2024-06-03T15:19:43Z,1.63,222.7,4.2,50.0
47001636303,2024-06-03T14:19:43Z,1.05,220.1,5.7,50.0
47001636303,2024-06-03T13:19:43Z,1.36,237.2,3.7,50.0
47001636303,2024-06-03T12:19:43Z,1.19,235.0,4.6,50.0
47001636303,2024-06-03T11:19:43Z,1.65,227.0,4.0,50.0
47001636303,2024-06-03T10:19:43Z,1.74,228.2,4.4,50.0
47001636303,2024-06-03T09:19:43Z,1.23,233.9,3.4,50.0
47001636303,2024-06-03T08:19:43Z,1.36,230.7,5.2,50.0
47001636303,2024-06-03T07:19:43Z,1.37,230.2,5.2,50.0
47001636303,2024-06-03T06:19:43Z,0.9,224.7,4.8,50.0
47001636303,2024-06-03T05:19:43Z,0.96,222.6,3.2,50.0
47001636303,2024-06-03T04:19:43Z,1.92,238.2,5.9,50.0
47001636303,2024-06-03T03:19:43Z,1.97,228.9,4.4,50.0
47001636303,2024-06-03T02:19:43Z,0.56,229.5,5.8,50.0
47001636303,2024-06-03T01:19:43Z,0.67,220.3,5.0,50.0
47001636303,2024-06-03T00:19:43Z,1.31,227.9,4.4,50.0
47001636303,2024-06-02T23:19:43Z,1.78,230.9,5.0,50.0
47001636481,2024-06-03T22:19:43Z,1.61,239.6,3.9,50.0
47001636481,2024-06-03T21:19:43Z,0.92,233.2,3.7,50.0
47001636481,2024-06-03T20:19:43Z,0.8,233.3,5.8,50.0
47001636481,2024-06-03T19:19:43Z,1.94,238.2,4.5,50.0
47001636481,2024-06-03T18:19:43Z,1.43,237.7,4.4,50.0
47001636481,2024-06-03T17:19:43Z,1.36,229.6,4.2,50.0
47001636481,2024-06-03T16:19:43Z,1.86,220.1,5.4,50.0
47001636481,2024-06-03T15:19:43Z,1.26,222.7,3.8,50.0
47001636481,2024-06-03T14:19:43Z,1.84,231.5,3.3,50.0
47001636481,2024-06-03T13:19:43Z,1.87,231.2,4.9,50.0
47001636481,2024-06-03T12:19:43Z,0.56,237.0,4.7,50.0
47001636481,2024-06-03T11:19:43Z,1.71,229.7,4.0,50.0
47001636481,2024-06-03T10:19:43Z,1.72,227.5,5.0,50.0
47001636481,2024-06-03T09:19:43Z,1.16,229.9,3.6,50.0
47001636481,2024-06-03T08:19:43Z,0.83,230.0,3.2,50.0
47001636481,2024-06-03T07:19:43Z,1.17,225.1,5.8,50.0
47001636481,2024-06-03T06:19:43Z,1.2,236.9,4.8,50.0
47001636481,2024-06-03T05:19:43Z,0.66,238.2,3.9,50.0
47001636481,2024-06-03T04:19:43Z,1.56,225.8,4.1,50.0
47001636481,2024-06-03T03:19:43Z,1.41,232.5,3.1,50.0
47001636481,2024-06-03T02:19:43Z,1.46,235.8,3.2,50.0
47001636481,2024-06-03T01:19:43Z,1.76,234.6,4.5,50.0
47001636481,2024-06-03T00:19:43Z,1.57,231.2,3.2,50.0
47001636481,2024-06-02T23:19:43Z,1.94,225.7,3.3,50.0
47001635368,2024-06-03T22:19:43Z,0.64,237.5,3.3,50.0
47001635368,2024-06-03T21:19:43Z,1.59,229.5,5.5,50.0
47001635368,2024-06-03T20:19:43Z,0.77,235.0,5.0,50.0
47001635368,2024-06-03T19:19:43Z,1.55,226.5,4.4,50.0
47001635368,2024-06-03T18:19:43Z,1.72,220.6,5.0,50.0
47001635368,2024-06-03T17:19:43Z,0.99,221.7,4.5,50.0
47001635368,2024-06-03T16:19:43Z,1.74,222.8,5.8,50.0
47001635368,2024-06-03T15:19:43Z,0.67,221.9,4.6,50.0
47001635368,2024-06-03T14:19:43Z,1.63,228.9,3.3,50.0
47001635368,2024-06-03T13:19:43Z,1.52,233.8,4.5,50.0
47001635368,2024-06-03T12:19:43Z,1.38,230.7,5.5,50.0
47001635368,2024-06-03T11:19:43Z,1.58,229.4,4.1,50.0
47001635368,2024-06-03T10:19:43Z,0.78,230.2,4.4,50.0
47001635368,2024-06-03T09:19:43Z,1.68,233.5,4.2,50.0
47001635368,2024-06-03T08:19:43Z,0.72,238.7,5.1,50.0
47001635368,2024-06-03T07:19:43Z,1.27,229.5,3.4,50.0
47001635368,2024-06-03T06:19:43Z,1.26,231.8,3.2,50.0
47001635368,2024-06-03T05:19:43Z,1.06,220.0,4.3,50.0
47001635368,2024-06-03T04:19:43Z,0.77,223.7,3.8,50.0
47001635368,2024-06-03T03:19:43Z,0.7,231.7,3.5,50.0
47001635368,2024-06-03T02:19:43Z,1.23,226.9,5.5,50.0
47001635368,2024-06-03T01:19:43Z,0.66,227.9,4.5,50.0
47001635368,2024-06-03T00:19:43Z,0.87,223.8,5.4,50.0
47001635368,2024-06-02T23:19:43Z,1.41,222.4,3.5,50.0
47001636617,2024-06-03T22:19:43Z,1.52,230.7,3.6,50.0
47001636617,2024-06-03T21:19:43Z,0.6,225.8,5.9,50.0
47001636617,2024-06-03T20:19:43Z,1.19,235.9,4.5,50.0
47001636617,2024-06-03T19:19:43Z,0.93,224.2,3.4,50.0
47001636617,2024-06-03T18:19:43Z,1.47,230.4,3.2,50.0
47001636617,2024-06-03T17:19:43Z,0.73,231.1,4.8,50.0
47001636617,2024-06-03T16:19:43Z,1.92,239.3,3.3,50.0
47001636617,2024-06-03T15:19:43Z,1.86,232.4,3.1,50.0
47001636617,2024-06-03T14:19:43Z,1.34,231.4,4.2,50.0
47001636617,2024-06-03T13:19:43Z,1.88,225.0,4.7,50.0
47001636617,2024-06-03T12:19:43Z,1.95,220.9,4.1,50.0
47001636617,2024-06-03T11:19:43Z,0.88,231.7,5.2,50.0
47001636617,2024-06-03T10:19:43Z,1.34,228.6,4.2,50.0
47001636617,2024-06-03T09:19:43Z,1.83,221.2,4.3,50.0
47001636617,2024-06-03T08:19:43Z,1.65,226.9,5.0,50.0
47001636617,2024-06-03T07:19:43Z,1.39,221.6,4.5,50.0
47001636617,2024-06-03T06:19:43Z,1.02,239.3,3.9,50.0
47001636617,2024-06-03T05:19:43Z,1.76,233.2,4.6,50.0
47001636617,2024-06-03T04:19:43Z,1.98,237.9,4.2,50.0
47001636617,2024-06-03T03:19:43Z,0.57,230.1,3.4,50.0
47001636617,2024-06-03T02:19:43Z,1.59,237.9,3.1,50.0
47001636617,2024-06-03T01:19:43Z,1.52,226.7,4.2,50.0
47001636617,2024-06-03T00:19:43Z,0.58,236.9,3.1,50.0
47001636617,2024-06-02T23:19:43Z,1.3,232.4,5.1,50.0
47001634995,2024-06-03T22:19:43Z,1.39,234.3,3.4,50.0
47001634995,2024-06-03T21:19:43Z,1.64,221.6,4.2,50.0
47001634995,2024-06-03T20:19:43Z,1.56,238.0,3.9,50.0
47001634995,2024-06-03T19:19:43Z,0.98,220.7,4.4,50.0
47001634995,2024-06-03T18:19:43Z,1.7,221.7,4.1,50.0
47001634995,2024-06-03T17:19:43Z,0.8,226.3,3.7,50.0
47001634995,2024-06-03T16:19:43Z,0.98,231.0,5.0,50.0
47001634995,2024-06-03T15:19:43Z,1.45,231.5,5.2,50.0
47001634995,2024-06-03T14:19:43Z,1.7,232.6,3.2,50.0
47001634995,2024-06-03T13:19:43Z,1.16,234.7,3.5,50.0
47001634995,2024-06-03T12:19:43Z,1.47,222.1,5.2,50.0
47001634995,2024-06-03T11:19:43Z,1.06,226.4,3.8,50.0
47001634995,2024-06-03T10:19:43Z,1.72,227.5,3.5,50.0
47001634995,2024-06-03T09:19:43Z,1.1,239.0,6.0,50.0
47001634995,2024-06-03T08:19:43Z,0.82,238.9,6.0,50.0
47001634995,2024-06-03T07:19:43Z,1.63,235.3,3.8,50.0
47001634995,2024-06-03T06:19:43Z,0.91,220.4,3.9,50.0
47001634995,2024-06-03T05:19:43Z,1.3,222.2,4.2,50.0
47001634995,2024-06-03T04:19:43Z,1.55,224.9,5.2,50.0
47001634995,2024-06-03T03:19:43Z,1.52,234.9,5.0,50.0
47001634995,2024-06-03T02:19:43Z,1.46,228.1,3.2,50.0
47001634995,2024-06-03T01:19:43Z,1.78,231.6,4.1,50.0
47001634995,2024-06-03T00:19:43Z,1.69,220.1,4.3,50.0
47001634995,2024-06-02T23:19:43Z,1.48,220.9,5.4,50.0
47001635593,2024-06-03T22:19:43Z,1.06,227.5,5.7,50.0
47001635593,2024-06-03T21:19:43Z,1.29,223.3,4.7,50.0
47001635593,2024-06-03T20:19:43Z,1.85,234.4,3.6,50.0
47001635593,2024-06-03T19:19:43Z,0.94,228.3,3.6,50.0
47001635593,2024-06-03T18:19:43Z,1.66,228.9,4.2,50.0
47001635593,2024-06-03T17:19:43Z,1.64,231.9,3.6,50.0
47001635593,2024-06-03T16:19:43Z,1.82,233.4,4.4,50.0
47001635593,2024-06-03T15:19:43Z,1.7,238.7,5.1,50.0
47001635593,2024-06-03T14:19:43Z,1.94,233.3,5.0,50.0
47001635593,2024-06-03T13:19:43Z,1.49,222.9,4.6,50.0
47001635593,2024-06-03T12:19:43Z,1.33,234.7,3.3,50.0
47001635593,2024-06-03T11:19:43Z,1.27,228.3,4.8,50.0
47001635593,2024-06-03T10:19:43Z,0.66,229.5,5.3,50.0
47001635593,2024-06-03T09:19:43Z,1.97,223.4,4.2,50.0
47001635593,2024-06-03T08:19:43Z,0.79,224.4,3.3,50.0
47001635593,2024-06-03T07:19:43Z,1.98,239.6,4.5,50.0
47001635593,2024-06-03T06:19:43Z,1.72,229.2,3.2,50.0
47001635593,2024-06-03T05:19:43Z,0.81,222.8,4.2,50.0
47001635593,2024-06-03T04:19:43Z,1.47,224.7,4.6,50.0
47001635593,2024-06-03T03:19:43Z,1.03,226.3,5.4,50.0
47001635593,2024-06-03T02:19:43Z,1.34,232.8,3.7,50.0
47001635593,2024-06-03T01:19:43Z,0.98,240.0,3.6,50.0
47001635593,2024-06-03T00:19:43Z,1.18,228.9,5.6,50.0
47001635593,2024-06-02T23:19:43Z,1.03,233.6,3.0,50.0
47001636243,2024-06-03T22:19:43Z,1.42,227.2,3.6,50.0
47001636243,2024-06-03T21:19:43Z,1.3,226.2,3.7,50.0
47001636243,2024-06-03T20:19:43Z,1.9,220.9,4.2,50.0
47001636243,2024-06-03T19:19:43Z,1.9,237.0,5.4,50.0
47001636243,2024-06-03T18:19:43Z,1.97,226.7,5.8,50.0
47001636243,2024-06-03T17:19:43Z,0.97,220.4,5.4,50.0
47001636243,2024-06-03T16:19:43Z,1.44,239.8,3.6,50.0
47001636243,2024-06-03T15:19:43Z,0.74,238.2,4.0,50.0
47001636243,2024-06-03T14:19:43Z,0.59,232.1,5.7,50.0
47001636243,2024-06-03T13:19:43Z,1.82,231.6,5.4,50.0
47001636243,2024-06-03T12:19:43Z,0.82,227.7,4.1,50.0
47001636243,2024-06-03T11:19:43Z,1.1,232.4,5.7,50.0
47001636243,2024-06-03T10:19:43Z,1.16,233.0,4.2,50.0
47001636243,2024-06-03T09:19:43Z,1.74,224.3,4.5,50.0
47001636243,2024-06-03T08:19:43Z,0.81,222.4,5.5,50.0
47001636243,2024-06-03T07:19:43Z,1.55,223.8,3.5,50.0
47001636243,2024-06-03T06:19:43Z,1.6,231.5,5.3,50.0
47001636243,2024-06-03T05:19:43Z,1.13,236.2,5.4,50.0
47001636243,2024-06-03T04:19:43Z,1.83,226.8,4.7,50.0
47001636243,2024-06-03T03:19:43Z,1.76,237.1,3.9,50.0
47001636243,2024-06-03T02:19:43Z,1.25,238.1,4.0,50.0
47001636243,2024-06-03T01:19:43Z,0.64,224.4,4.0,50.0
47001636243,2024-06-03T00:19:43Z,1.89,222.6,5.3,50.0
47001636243,2024-06-02T23:19:43Z,1.22,225.8,3.0,50.0
47001634887,2024-06-03T22:19:43Z,1.01,238.1,3.2,50.0
47001634887,2024-06-03T21:19:43Z,1.19,220.5,4.3,50.0
47001634887,2024-06-03T20:19:43Z,1.46,231.4,4.9,50.0
47001634887,2024-06-03T19:19:43Z,0.83,221.1,5.8,50.0
47001634887,2024-06-03T18:19:43Z,0.81,239.0,4.3,50.0
47001634887,2024-06-03T17:19:43Z,1.14,226.7,3.0,50.0
47001634887,2024-06-03T16:19:43Z,1.63,234.0,3.1,50.0
47001634887,2024-06-03T15:19:43Z,0.8,232.5,5.4,50.0
47001634887,2024-06-03T14:19:43Z,1.94,224.4,4.0,50.0
47001634887,2024-06-03T13:19:43Z,0.73,221.5,3.2,50.0
47001634887,2024-06-03T12:19:43Z,0.71,227.2,4.6,50.0
47001634887,2024-06-03T11:19:43Z,1.46,224.2,5.4,50.0
47001634887,2024-06-03T10:19:43Z,1.54,231.5,5.8,50.0
47001634887,2024-06-03T09:19:43Z,1.2,235.6,4.6,50.0
47001634887,2024-06-03T08:19:43Z,1.39,220.3,5.8,50.0
47001634887,2024-06-03T07:19:43Z,1.87,221.4,5.0,50.0
47001634887,2024-06-03T06:19:43Z,1.56,225.0,5.4,50.0
47001634887,2024-06-03T05:19:43Z,1.98,233.5,3.9,50.0
47001634887,2024-06-03T04:19:43Z,0.92,232.3,5.5,50.0
47001634887,2024-06-03T03:19:43Z,1.35,239.4,4.3,50.0
47001634887,2024-06-03T02:19:43Z,0.61,229.4,3.6,50.0
47001634887,2024-06-03T01:19:43Z,1.45,221.6,3.5,50.0
47001634887,2024-06-03T00:19:43Z,0.68,223.7,4.4,50.0
47001634887,2024-06-02T23:19:43Z,1.32,226.0,5.9,50.0
47001635088,2024-06-03T22:19:43Z,1.65,230.7,3.7,50.0
47001635088,2024-06-03T21:19:43Z,0.61,234.3,4.4,50.0
47001635088,2024-06-03T20:19:43Z,1.93,223.5,3.1,50.0
